"Winner","Race","Loser","Race","Map","Date","Prize","Double Chance","","","","","","","","","","","","","","","","","","",""
"이제동","Z","장윤철","P","Eclipse","2025-02-21","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","장윤철","P","Eclipse","2025-02-21","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"이제동","Z","장윤철","P","Dominator","2025-02-21","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","이제동","Z","Radeon","2025-02-21","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","장윤철","P","Metropolis","2025-02-21","￦100,000","","","","","","","","","","","","","","","","","","","",""
"황병영","T","이제동","Z","Eclipse","2025-03-05","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","황병영","T","Radeon","2025-03-05","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","황병영","T","déjà vu","2025-03-05","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","황병영","T","Pole Star","2025-03-05","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"이제동","Z","황병영","T","Dominator","2025-03-05","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","황병영","T","déjà vu","2025-03-05","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","황병영","T","Pole Star","2025-03-05","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","황병영","T","Eclipse","2025-03-05","￦100,000","","","","","","","","","","","","","","","","","","","",""
"황병영","T","이제동","Z","Radeon","2025-03-05","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"이제동","Z","정영재","T","déjà vu","2025-03-07","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","정영재","T","Radeon","2025-03-07","￦100,000","","","","","","","","","","","","","","","","","","","",""
"정영재","T","이제동","Z","Dominator","2025-03-07","￦100,000","","","","","","","","","","","","","","","","","","","",""
"정영재","T","이제동","Z","Pole Star","2025-03-07","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"정영재","T","이제동","Z","Eclipse","2025-03-07","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","정영재","T","Radeon","2025-03-07","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","정영재","T","déjà vu","2025-03-07","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"이제동","Z","정영재","T","Pole Star","2025-03-07","￦100,000","","","","","","","","","","","","","","","","","","","",""
"정영재","T","이제동","Z","Eclipse","2025-03-07","￦100,000","","","","","","","","","","","","","","","","","","","",""
"변현제","P","이제동","Z","Pole Star","2025-03-12","￦100,000","","","","","","","","","","","","","","","","","","","",""
"변현제","P","이제동","Z","Radeon","2025-03-12","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"이제동","Z","변현제","P","déjà vu","2025-03-12","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","변현제","P","Eclipse","2025-03-12","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"변현제","P","이제동","Z","Dominator","2025-03-12","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","변현제","P","Radeon","2025-03-12","￦100,000","","","","","","","","","","","","","","","","","","","",""
"변현제","P","이제동","Z","Eclipse","2025-03-12","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","변현제","P","déjà vu","2025-03-12","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","변현제","P","Pole Star","2025-03-12","￦100,000","","","","","","","","","","","","","","","","","","","",""
"최호선","T","이제동","Z","Pole Star","2025-03-14","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","최호선","T","Radeon","2025-03-14","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"이제동","Z","최호선","T","déjà vu","2025-03-14","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"이제동","Z","최호선","T","Eclipse","2025-03-14","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","최호선","T","Metropolis","2025-03-14","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","최호선","T","Pole Star","2025-03-14","￦100,000","","","","","","","","","","","","","","","","","","","",""
"최호선","T","이제동","Z","déjà vu","2025-03-14","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","최호선","T","Radeon","2025-03-14","￦100,000","","","","","","","","","","","","","","","","","","","",""
"최호선","T","이제동","Z","Metropolis","2025-03-14","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","도재욱","P","Eclipse","2025-04-04","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","도재욱","P","déjà vu","2025-04-04","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","도재욱","P","Metropolis","2025-04-04","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"이제동","Z","도재욱","P","Radeon","2025-04-04","￦100,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","이제동","Z","Pole Star","2025-04-04","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","도재욱","P","Eclipse","2025-04-04","￦100,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","이제동","Z","déjà vu","2025-04-04","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"도재욱","P","이제동","Z","Metropolis","2025-04-04","￦100,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","이제동","Z","Radeon","2025-04-04","￦100,000","","","","","","","","","","","","","","","","","","","",""
"유영진","T","이제동","Z","Pole Star","2025-04-08","￦100,000","","","","","","","","","","","","","","","","","","","",""
"유영진","T","이제동","Z","Radeon","2025-04-08","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","유영진","T","déjà vu","2025-04-08","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"유영진","T","이제동","Z","Metropolis","2025-04-08","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이제동","Z","유영진","T","Eclipse","2025-04-08","￦100,000","","","","","","","","","","","","","","","","","","","",""
"유영진","T","이제동","Z","Pole Star","2025-04-08","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"유영진","T","이제동","Z","Radeon","2025-04-08","￦100,000","","","","","","","","","","","","","","","","","","","",""
"유영진","T","이제동","Z","déjà vu","2025-04-08","￦100,000","","","","","","","","","","","","","","","","","","","",""
"유영진","T","이제동","Z","Metropolis","2025-04-08","￦100,000","","","","","","","","","","","","","","","","","","","",""
"유영진","T","송병구","P","Pole Star","2025-04-17","￦100,000","","","","","","","","","","","","","","","","","","","",""
"송병구","P","유영진","T","Dominator","2025-04-17","￦100,000","","","","","","","","","","","","","","","","","","","",""
"유영진","T","송병구","P","déjà vu","2025-04-17","￦100,000","","","","","","","","","","","","","","","","","","","",""
"송병구","P","유영진","T","Radeon","2025-04-17","￦100,000","","","","","","","","","","","","","","","","","","","",""
"유영진","T","송병구","P","Eclipse","2025-04-17","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"유영진","T","송병구","P","Eclipse","2025-04-17","￦100,000","","","","","","","","","","","","","","","","","","","",""
"유영진","T","송병구","P","Dominator","2025-04-17","￦100,000","","","","","","","","","","","","","","","","","","","",""
"송병구","P","유영진","T","Pole Star","2025-04-17","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
